doi,year,type,title,authors,venue,cited_by_count,is_oa,oa_url,abstract,found_by,pavement_hit,drift_hit,label_hybrid,screen_ti_ab,screen_fulltext,exclusion_reason,hybridisation_type,self_describes_as_hybrid,optimiser,base_learner,pavement_domain,pavement_family,data_source,n_samples,n_inputs,split_protocol,external_validation,leakage_risk,hyperparam_reporting,baseline_strength,premium_computable,premium_value,budget_parity_reported,optimiser_novelty_claim,repeated_runs_reported,uncertainty_quantified,interpretability_method,metrics_reported,best_reported_R2,best_reported_F1,code_available,data_available,deployment_evidence,critique_note
10.1166/sam.2024.4585,2024,journal-article,Research on the Damage Mechanics Model of Asphalt Pavement Based on Asphalt Pavement Potential Damage Index,"Wang, Xuelian; Zhang, Ziwen; Li, Xiaojun; Yuan, Gaoang",Science of Advanced Materials,1,,,"In recent years, due to the increasing traffic volume and the serious deterioration of overloading, the heavy vehicle load has emerged, leading to the more and more common early damage of asphalt pavement, and overloading has become one of the important factors endangering the pavement.
 The traditional method is to strengthen the road, but as the base course and asphalt pavement thickness are both improved, TOP-DOWN fissures and ruts on the asphalt pavement surface have emerged as the most prevalent form of asphalt pavement damage. However, a final verdict on a single mechanical
 explanation for the many occurrences of asphalt pavement deterioration has not yet been reached. Material yielding and failure under varying stress conditions are the focus of strength theory, which seeks to provide norms and standards for their computation. Mohr Coulomb and Drucker Prager
 strength theories are two of the most well-established, thoroughly investigated, and widely used strength theories in geological and geotechnical engineering. In this research, the damage form and stress condition of asphalt pavement are analyzed and predicted using M-C and D-P criteria, and
 a new pavement structure damage control index, the Asphalt pavement potential damage index with fatigue loading (APPDI), is established. Preliminary calculations reveal that APPDI may become a unified mechanical assessment index of asphalt pavement structural damage, since it can explain both
 flexural tensile damage at the base of the layer and rutting and cracking at the surface.",A:simulated annealing asphalt pavement | A:harmony search asphalt pavement | A:cuckoo search asphalt pavement | A:firefly algorithm asphalt pavement | A:bat algorithm asphalt pavement | A:teaching-learning-based optimization asphalt pavement | A:equilibrium optimizer asphalt pavement | A:political optimizer asphalt pavement | A:forensic-based investigation optimization asphalt pavement | A:optuna asphalt pavement | A:swarm intelligence asphalt pavement | B:multilayer perceptron asphalt pavement | B:categorical boosting asphalt pavement | B:stacking ensemble asphalt pavement | C:hybrid model asphalt pavement | C:hybrid intelligent model asphalt pavement | C:data-driven model asphalt pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.63001/tbs.2024.v19.i02.s.i(1).pp865-868,2024,journal-article,ENHANCING THE CLASSIFICATION EFFICACY OF ASPHALT CRACKS POST-EARTHQUAKE VIA AN INNOVATIVE FEATURE SELECTION ALGORITHM,Seelam Jaya Pavan Kumar; B.S.N. Murthy,The Bioscan,1,,,"Novel imaging and AI approach, DeepCurvMRI, enhances AD diagnosis. Over 50 million individuals globally are impacted by AD, and that number is projected to increase. It is absolutely critical to detect the disease early and accurately. De-stigmatizing Alzheimer's disease diagnosis, DeepCurvMRI employs Curvelet Transform to extract characteristics from MRI scans. The basic study showed that DeepCurvMRI, which employs a CNN architecture specifically built for AD detection, attained an accuracy rate of 98%. This research takes a look into Xception and DenseNet deep learning models, together with Decision Trees and Voting Classifier. Preliminary research suggests a 99%+ accuracy rate. Numerous implications stem from this research. Doctors are able to intervene earlier when diagnostics are more precise, which benefits patients and their families. Improvements in AD diagnosis also help society with optimal resource allocation and reduced healthcare costs.",A:jaya algorithm asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s40515-024-00452-0,2024,journal-article,Forensic Investigation of a Cracked Highway Embankment Pavement in Louisiana: A Case Study,"Rauser, Jesse; Gautreau, Gavin; Nobahar, Masoud; Rupnow, Tyson",Transportation Infrastructure Geotechnology,1,,,,A:forensic-based investigation optimization pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3126/jost.v4i1.74566,2024,journal-article,Laboratory Investigation on Improving Strength of Weak Subgrade Soil using Saw Dust Ash with Stone Dust,"Dhimal, Suman; Gautam, Gopal",Journal of Science and Technology,1,,,"Performance of Flexible Pavement depends on the functions of the component layers especially subgrade. Subgrade is natural layer of soil which takes all load of pavement as well as load coming to pavement. Stability of pavement depends upon stability of subgrade. The conventional approach of stabilization of soft subgrade is to remove the soft soil, and replace it with soil of high strength. The high cost of replacement of weak soil has caused highway agencies to assess alternative methods to construct the highway over weak subgrade. Soil stabilization is one of the most suitable alternatives which are widely used in pavement construction. Soil stabilization can be achieved by treating it with various admixtures. Different solid wastes such as rice husk ash, saw dust ash and fly ash can be used to stabilize soils in place of (or in addition to) cement or lime. In this research Saw Dust Ash (SDA) and Stone Dust (SD) has been selected as a stabilizer. The California bearing ratio (CBR) and unconfined compression strength (UCS) test is conducted by making the specimens of weak sub-grade by adding the variable percentages of mixture of SDA and stone dust. First the soil is mixed up with SDA up to 8% by weight with an increment of 2%. Then an optimum value at 4% of SDA was determined on the basis of some geotechnical properties of mixture and weak sub-grade soil. Again, the test soil samples were prepared by mixing with varying proportion of stone dust from 10% to 30% at 4% optimum value of SDA constantly. The CBR, UCS and maximum dry density values were determined of modified soil. The soaked CBR and UCS value of weak subgrade soil increased 2.1 and 2.16 times respectively after modified by 20% stone dust with constant 4% SDA and total pavement thickness decreased to 775 mm. The minimum pavement construction cost per square meter with combination of 4% SDA and 20% SD which is economical by 1.73% than conventional method. Hence, strengthening by SDA and SD is found economical.",A:forensic-based investigation optimization subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1088/1755-1315/1314/1/012032,2024,journal-article,Investigation of the discharge performance in infiltration wells based on several soil subgrade models,"Fitri, Siti Nurlita; Surjandari, Niken Silmi; Purwana, Yusep Muslih; Setiawan, Bambang; Chrismaningwang, Galuh; Dananjaya, Harya",IOP Conference Series: Earth and Environmental Science,1,,,"Abstract  Heavy precipitation would result in hydrometeorological disasters such as landslides and floods. In general, disasters cause hazardous situations and property loss. Infiltration wells are water and soil conservation techniques that can reduce surface runoff and increase infiltration to mitigate the effects of hydrometeorological disasters. However, evaluations of geotechnical properties have not yet jointly or actively considered these environmental developments. This paper aims to analyse the wide range of soil types against several diameters and depths of the holes. The variation in soil varied from type 1 to 6, containing different properties and consistencies. The holes diameter used are 0.4m, 0.5m, 0.6m, 0.7m, and 0.8m, associated with several depths; 0.5m, 0.75m, 1m, 1.25, and 1.5m. The analysis was conducted with Geostudio SEEP-W in different model variations to obtain the well’s discharge value. The result shows that all the depth depicts similar behaviour of the discharge well. The sand model has the highest value of all categories, with the second place being the sand-clay layer model. In contrast, the clay simulation generates the lowest value of this research. This output offers a strong recommendation between infiltration well structure and soil parameters, which show sand is the most required property to increase the performance of hole infiltration.",A:forensic-based investigation optimization subgrade soil,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.57041/pjosr.v3i2.1058,2024,journal-article,ENHANCING THE PROPERTIES OF SUBGRADE SOIL: INVESTIGATION FROM THE HIGHWAY PROJECT,Shakir Iqbal; Hussain Ahmad Khan; Ihsan Ullah; Ameer Hamza; Jawad Bashir Mustafvi,Pakistan Journal of Scientific Research,1,,,"The present investigation focused on soil stabilization methodologies expected to improve the properties of subgrade soil while pavement building. The subgrade layer, located beneath the base or surface course of the pavement, often consists of weak soil that lacks the necessary strength to support pavement loading. Effective soil stabilization is essential to ensure long-term performance and reduce pavement distress such as cracking and rutting. Various soil stabilization methods have been explored, including mechanical, cement, lime, bitumen, electro-osmosis, thermal, and chemical stabilization. Researchers have investigated using different materials and techniques to enhance subgrade soil properties. The application of soil stabilization techniques in Pakistan remains limited, highlighting the need for further research and implementation in highway projects. This Study provides valuable insights into soil stabilization methods and their potential benefits for subgrade soil improvement in pavement construction.",A:forensic-based investigation optimization subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1051/matecconf/202439605016,2024,journal-article,Bayesian optimization algorithm based support vector regression analysis for estimation of resilient modulus of crushed rock materials for pavement design,"Sandjak, Khaled; Ouanani, Mouloud",MATEC Web of Conferences,1,,,"The precise determination of the resilient modulus (MR) of the base and sub-base materials is a major preoccupation and a key criterion in the flexible pavement design process. The experimental determination of MR implies a challenging process which requires usually very difficult test procedures and extreme precautions and manpower. This is why soft computing techniques are increasingly popular and of growing importance. Many prediction techniques based primarily on linear and non-linear regression could not provide flexible use and consistent prediction of MR for practical engineering. This article introduces a hybrid of the Bayesian optimization algorithm (BOA) and support vector regression (SVR) as a new modelling tool for the MR prediction of crushed stone materials used as base and sub-base layers for pavement design. For this purpose, an experimental database was utilized to generate the hybrid BOA-SVR model of indirect estimation of the resilient modulus based on material type, basic engineering characteristics and loading conditions. The database consists of 260 experimental datasets obtained from repeated loading triaxial tests performed by the laboratory of the Central Transportation Agency located in Algiers, Algeria. To develop the model, all hyperparameters were optimised using the BOA technique. It was found that the average, median, standard deviation, minimum, maximum and interquartile range of the expected values of the developed hybrid model are very close to the experimental results. Results revealed that the hybrid BOA-SVR model predict the MR of the crushed stone materials with a coefficient of determination of 99.91% and root mean squared error of 3.55. Comparisons with traditional and other Artificial intelligence models showed that BOASVR hybrid model predictions are more accurate and robust than those of other models.",A:bayesian optimization pavement | B:support vector regression pavement | B:support vector regression asphalt pavement,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2024.2434910,2024,journal-article,Intelligent detection of airport pavement subtle crack based on one-stage anchor-free deep neural network,"Yuan, Bo; Tapkın, Serkan; Pei, Lili; Tercan, Emre; Zhao, Kaiyue; Li, Wei",International Journal of Pavement Engineering,1,,,,B:transformer network pavement | B:wavelet neural network pavement | C:hybrid intelligent model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.enggeo.2024.107819,2024,journal-article,Corrigendum to “Shaking table study on the seismic dynamic behavior of high-speed railway subgrade with pile network composite-reinforced soil” [Engineering Geology 342 (2024) 107769],"Yue, Mao; Yang, Changwei; Yu, Jiaqi; Zhang, Liang; Zhou, Shiguang; Su, Ke; Ma, Hongsheng",Engineering Geology,1,,,,B:transformer network subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2024.2444478,2024,journal-article,Machine learning applications in identifying outliers within asphalt mixture fracture test data*,"Khorshidi, Meisam; Petrik, Marek; Dave, Eshan; Sias, Jo",Road Materials and Pavement Design,1,,,,B:extreme learning machine asphalt pavement | C:hybrid machine learning pavement | C:hybrid machine learning asphalt pavement | C:hybrid machine learning asphalt mixture | C:optimized machine learning pavement | C:optimized machine learning asphalt pavement | C:explainable machine learning asphalt pavement | C:explainable machine learning asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.25236/ajcis.2024.070114,2024,journal-article,Comprehensive Evaluation of Asphalt Pavement Performance in Hot and Humid Areas Based on Self-Organizing Map and Random Forest Algorithms,,Academic Journal of Computing &amp; Information Science,1,,,,B:random forest pavement | B:random forest asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5755/j02.ms.33128,2024,journal-article,Effect of Gradation Variation on Mixture Properties in Stone Mastic Asphalt Mixtures with Carbon Fiber and Hybrid Aggregate,"GÜRER, Cahit; ELMACI KORKMAZ, Ayfer; KORKMAZ, Burak Enis; DÜZAĞAÇ, Serhat",Materials Science,1,,,"Due to advantages like abrasion resistance, increased operating and service life, high coarse aggregate content and high resistance to deformation, increased fatigue life, and others, stone mastic asphalt (SMA) mixtures have recently become a popular asphalt pavement type in road sections such as highways, tunnels, and bridges. There hasn't been much research on the topic, despite the fact that gradation significantly affects the performance of SMA combinations. In this study, the experimental findings of three distinct gradations of SMA mixtures with hybrid materials (basalt coarse aggregate, limestone fine aggregate) and carbon fiber were compared. As a result, it was concluded that the hybrid aggregate used with carbon fiber, maximum aggregate size, and coarse aggregate % had a positive impact SMA mixtures.",C:hybrid model asphalt mixture | C:hybrid machine learning asphalt mixture | C:hybrid intelligent model asphalt mixture,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/app14093880,2024,journal-article,"Integrating Tensometer Measurements, Elastic Half-Space Modeling, and Long-Term Pavement Performance Data into a Mechanistic–Empirical Pavement Performance Model","Kozel, Matúš; Remek, Ľuboš; Ilovská, Katarína; Mazurek, Grzegorz; Buczyński, Przemysław",Applied Sciences,1,,,"Pavement performance models (PPMs) are utilized to predict pavement network conditions which is an essential part of any sustainable pavement management system (PMS). The reliability of a PMS and its outputs is proportional to the reliability of the PPM used. This article describes a mechanistic–empirical pavement performance model based on pavement response parameters—strains calculated in the pavement layers measured by tensometers embedded in the pavement surface and verified by calculations in the elastic half-space model and supplemented by empirical data from long-term pavement performance monitoring and accelerated pavement testing. Hence, the herein described PPM combines pavement serviceability evaluation, pavement bearing capacity, and the physico-mechanistic properties of paving materials. The analytical methods which were used to ascertain the physico-mechanistic characteristics, the material fatigue degradation model, and the surface degradation, unevenness in particular, are described. A comparison of the empirical PPM created in the last century used by the national road administrator to this day and the newly created PPM is presented. The comparison shows the difference in the calculated socio-economic benefits and subsequent cost–benefit analysis results. The comparison shows that the use of the old PPM may have produced false economic evaluation results that have led to poor decision making, partially explaining the unsustainable trend of road network management in our country.",C:hybrid model pavement performance | C:hybrid intelligent model pavement performance | C:data-driven model pavement | C:data-driven model pavement performance | C:surrogate model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11591/ijeecs.v34.i2.pp1072-1080,2024,journal-article,Classifying flexible pavement defects using hybrid machine learning approach,"Soni, Jaykumar; Gujar, Rajesh",Indonesian Journal of Electrical Engineering and Computer Science,1,,,"The transportation infrastructure sector significantly impacts a country’s gross domestic product (GDP), particularly in developing nations striving to manage and maintain road networks as valuable assets. While asset generation is integral, the more intricate challenge lies in effective maintenance. Pavement monitoring, a crucial component of pavement maintenance and management systems (PMMS), evaluates defect severity, road maintenance prioritization, and maintenance types. To enhance road health monitoring, the present study introduces a hybrid machine learning (ML) method, integrating support vector machine (SVM) and convolutional neural network (CNN). The proposed semi-automated detection system aims to reduce human supervision in traditional surveys, thereby cutting down the cost of pavement distress maintenance The research utilizes data collected by the authors from Ahmedabad city, Gujarat, following Indian road congress (IRC) guidelines for defect selection. Training involves 1,000 images for each crack type, with testing on 100 images. Results indicate that the SVM-CNN model achieves 87% accuracy in training and 91% accuracy in testing for road defect classification, showcasing its efficiency in pavement maintenance and management. The system presents the potential to significantly enhance the efficiency of road maintenance processes, making it a valuable asset for developing nations striving for a more streamlined approach to road network preservation.",C:hybrid machine learning pavement | C:hybrid machine learning asphalt pavement | C:hybrid machine learning pavement performance | C:hybrid machine learning pavement distress,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3233/idt-240127,2024,journal-article,An optimized deep belief network based pothole detection model for asphalt road,"Misra, Mohit; Sharma, Rohit; Tiwari, Shailesh",Intelligent Decision Technologies,1,,,"The poor quality of asphalt roads has a significant impact on driver safety, damages the mechanical structure of vehicles, increases fuel consumption, annoys passengers and is sometimes also responsible for accidents. Further, the poor quality of the road can be described as a rough surface and the presence of potholes. The potholes can be one of the main reasons for accident cause, increased fuel consumption and annoying passengers. Furthermore, the potholes can be of varied size, radiance effect, shadow and scales. Hence, the detection of potholes in asphalt roads can be considered a complex task and one of the serious issues regarding the maintenance of asphalt roads. This work focuses on the detection of the potholes in the asphalt roads. So in this work, a pothole detection model is proposed for accurate detection of potholes in the asphalt roads. The effectiveness of the proposed pothole detection model is tested over a set of real-world image datasets. In this study, the asphalt roads of the Delhi-NCR region are chosen and real-world images of these roads are collected through the smart camera. The final road image dataset consists of a total of 1150 images including 860 pothole images and the rest of are without pothole images. Further, the deep belief network is integrated into a proposed model for the detection of pothole images as a classification task and classified the images as pothole detected and not pothole. The experimental results of the proposed detection model are evaluated using accuracy, precision, recall, F1-Score and AUC parameters. These results are also compared with ANN, SVM, VGG16, VGG19 and InceptionV3 techniques. The simulation results showed that the proposed detection model achieves a 93.04% accuracy rate, 94.30% recall rate, 96.31% precision rate and 96.92% F1-Score rate than other techniques.",C:hybrid intelligent model asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s41062-024-01582-7,2024,journal-article,Mathematical modeling of kaolin nanocomposite geosynthetic pavement with intelligent tension and interlocking performance analysis,"Kumar, Santosh; Suman, Sanjeev Kumar",Innovative Infrastructure Solutions,1,,,,C:hybrid intelligent model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.29194/njes.26020074,2023,journal-article,The Influence of Using Recycled Asphalt Pavement and Crumbed Rubber on Asphalt Pavement: A Review,"Hashim, Sajjad; Al-Mosawe, Hasan; Mohammed, Haneen",Al-Nahrain Journal for Engineering Sciences,1,,,"Reclaimed (recycled) asphalt pavement (RAP), the most recycled material worldwide, is the mostly reclaimed material utilized in hot mix asphalt. Polymer (Crumb rubber) incorporation frequently leads to enhanced durability and resistance to heat cracking and rutting, two forms of permanent deformation. It also relieves stiffness and minimizes fatigue damage. This study aims to gather all previous RAP-related research and crumb rubber CR, so that the impact of using these materials on mechanical, physical properties of asphalt pavement, environmental effect and cost effective are clarify and explained. The finding of this research proved that the use of RAP and CR provide considerable structural and financial enhancements to the construction.",A:simulated annealing asphalt pavement | A:harmony search asphalt pavement | A:bat algorithm asphalt pavement | A:equilibrium optimizer asphalt pavement | A:political optimizer asphalt pavement | A:optuna asphalt pavement | B:categorical boosting asphalt pavement | B:stacking ensemble asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1051/e3sconf/202340601015,2023,journal-article,Multiple Optimization of Cold Reclaimed Asphalt Pavement Mixture,"Yin, Kangliying",E3S Web of Conferences,1,,,"Many asphalt pavements fail structurally after having performed well for some years. In China, when low volume of traffic highway is recycled, the asphalt surface course and the base course stabilized by inorganic stabilizers are sometimes recycled and mixed together to form a new base. Portland cement, lime-fly ash, lime or Portland cement-fly ash is added to improve the strength of the new base, but they are not used at the same time, so it is difficult for a road engineer to select an effective and economical stabilizer. To evaluate the effect and economical efficiency of different stabilizers comprehensively, this paper used Portland cement, lime-fly ash, lime and Portland cement-fly ash to form four kinds of cold recycled mixtures and every kind of cold recycled mixture has 3 mix proportions. The unconfined compression strength, flexural tensile strength, splitting strength, compression resilient modulus, shrinkage performance, water stability performance, fatigue failure and engineering cost of 12 cold recycled mixtures were compared. Finally, the Portland cement-fly ash stabilized mixture with proportion of 5:15:80 was recommended.",A:arithmetic optimization asphalt pavement | A:coot optimization asphalt pavement | A:dipper throated optimization asphalt pavement | A:fennec fox optimization asphalt pavement | A:dingo optimization algorithm asphalt pavement | A:bayesian optimization asphalt pavement | A:hyperparameter optimization asphalt pavement | A:metaheuristic optimization asphalt pavement | A:evolutionary optimization asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.58491/2735-4202.3061,2023,journal-article,Deep Learning Techniques for Efficient Evaluation of Asphalt Pavement Condition,"Mahdy, Kamel; Zekry, Ahmed; Moussa, Mohamed; Mohamed, Ahmed; Mahdy, Hassan; Elhabiby, Mohamed",Mansoura Engineering Journal,1,,,"For the last few decades, researchers have been devising a simple and cost-effective method to evaluate pavement distresses to give decision-makers adequate feedbacks about the pavement condition of a certain road. Fortunately, with the evolution and progression of computer vision tools and techniques, good results had been achieved regarding the detection, classification, and quantification of road distress. In this paper, a new efficient process of road distress analysis using deep learning models is introduced. This new process was tested on a collected road dataset to evaluate the efficiency and speed of this low-cost road maintenance system. Promising results were obtained from the proposed process based on the deep learning model used with an outstanding performance of ~400 fps and distress detection every ~5 cm for a vehicle moving at 40 km/h. Furthermore, the output of the developed process was used as an input for the Pavement Condition Index (PCI) calculation module to determine the pavement condition of the road on a single-day mission. The proposed system focuses on detecting some specific types of distresses: Alligator cracks, longitudinal cracks, transverse cracks, block cracks, lane longitudinal cracks, reflective cracks, and sealed cracks. Experimental results show that this process based on deep learning models achieved promising results of ~5% difference from the true PCI, currently calculated in a month, just in a single day using very low-cost methods.",B:deep learning asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.7250/bjrbe.2023-18.609,2023,journal-article,Road Pavement Condition Index Deterioration Model for Network-Level Analysis of National Road Network Based on Pavement Condition Scanning Data,"Paplauskas, Paulius; Vaitkus, Audrius; Simanavičienė, Rūta",The Baltic Journal of Road and Bridge Engineering,1,,,"Surveying the condition of the pavement is one of the most important processes in managing the road network. The information collected during these surveys allows for the calculation of the Pavement Condition Index, which is a derivative cumulative qualitative indicator that evaluates various pavement characteristics and defects. Deterioration modelling of these measured indicators and calculated indices is a critical element and its most accurate prediction brings the process of pavement management closer to a higher quality process by more efficiently allocating funds and repair work. Many different models – both extremely complex and simple – are used in the world to simulate the condition of individual pavement indicators. However, these models are developed based on the data of a certain country or region and are not suitable in another country due to different requirements for pavement structures and other reasons. In Lithuania, measurements of the quality indicators of road surfaces with new generation survey equipment have been carried out recently but the information stored in the databases about road sections is minimal, and it becomes difficult to adapt the models applied abroad due to the missing information. The aim of this study is to create pavement condition index prediction models by evaluating such quantitative and qualitative indicators as traffic loads, road surface unevenness, type of repair, pavement age, climatic zones, and pavement construction classes.",B:transformer network pavement | C:data-driven model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2023.2238081,2023,journal-article,Expansion method and application of initial deflection data for asphalt pavement based on the unascertained number theory: a case study,"Gao, Yuan; Zhang, Hongwei; Zhang, Rui; Yang, Qun; Deng, Yingjie",Road Materials and Pavement Design,1,,,,B:group method of data handling asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.53635/jit.1309963,2023,journal-article,Modelling the effects of flexible pavement distresses in the long-term pavement performance database on performance,"KIRBAŞ, Ufuk; HİMAT, Fazlullah",Journal of Innovative Transportation,1,,,"Evaluating flexible pavement performance is mandatory for managing transport infrastructure. This study focuses on modeling the relationships between international roughness index (IRI) and a total of 10 types of pavement distress, including alligator, block, wheel path length, wheel path longitudinal, non-wheel path longitudinal, transverse crackings, patches, bleeding, raveling areas, and pumping. The data recorded under the Long-Term Pavement Performance was used to develop the models. Data sets covering General Pavement Studies from seven states of the United States were used in modeling. The study used modeling approaches, including nonlinear regression analysis, multivariate adaptive regression splines, and artificial neural networks (ANN), in which IRI was the dependent variable and pavement distress was the independent variable. In the developed models, 0.516, 0.623, and 0.684 regression coefficients values were obtained for nonlinear regression analysis, multivariate adaptive regression splines, and artificial neural networks approaches, respectively. The analysis results have determined that the artificial neural networks technique performs more successfully than the other techniques. The statistical error analyses of the root mean square error, Nash-Sutcliffe coefficient of efficiency, mean absolute error, and normalized root mean square error also showed that the same modeling approach performs more successfully. With these data generated from a universally used database, it has been determined once again that ANN is the most efficient mathematical approach in modeling the relationships between surface distresses and IRI.",C:hybrid model pavement performance | C:hybrid intelligent model pavement performance | C:surrogate model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1155/2023/9783169,2023,journal-article,Retracted: Damage Mechanism of Asphalt Concrete Pavement under Different Immersion Environments,,Wireless Communications and Mobile Computing,1,,,,C:soft computing asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.25077/jrs.19.1.44-53.2023,2023,journal-article,Effectiveness Of Portland Cement Type 1 In Stabilizing Soft Clay Soil As Subgrade For Road Construction,"Iskandar, Dedi; Putri, Elsa Eka; Hakam, Abdul; Fitri, Arniza",Jurnal Rekayasa Sipil (JRS-Unand),1,,,"Sawah Lunto â€“ Talawi road segment (STA 139 + 700 m) in Sawah Lunto city, West Sumatera province has sustained major damages and been the scene of several accidents since the past few years. The degression of soft clay subgrade, which has a limited bearing capacity and makes it structurally impractical to sustain road construction, was discovered to be the source of these damages. As a recent option for enhancing soil qualities, soil stabilization by employing a variety of pozzolanic and industrial materials has gained popularity. The objective of this study is to investigate the effectiveness of Portland cement type 1 as stabilizing material in improving the soil properties and carrying capacity requirements for soft clay soil used as subgrade in road construction. To accomplish the objectives of this study, a laboratory testing procedure was implemented. Unconfined Compressive Strength (USC) values on natural soil and treated soil with Portland cement type 1 admixture were measured and compared during laboratory experiments. Soft clay soils were stabilized with varying percentages of Portland cement type 1 with the proportions of approximately 1%, 2%, 3%, 4%, 5%, 6%, 7%, and 10% by dry weight of soil during a 7-days curing period. Laboratory testing were performed in compliance with Indonesian National Standard (SNI): SNI 3420-2008 for testing Unconfined Compressive Strength. According to the results of laboratory testing, the UCS values increased roughly from 0.634 kg/cm2 (undisturbed natural soil) to 2.832 kg/cm2 (treated soil) by adding 3% of Portland cement type 1, and up to 8,024 kg/cm2 (treated soil) by adding 10% of Portland cement type 1. Based on the findings, it can be demonstrated that Portland cement type 1 can enhance clay soil's properties used as a subgrade for road construction, can create more stable road conditions, and can ultimately meet the technical feasibility requirements for the subgrade carrying capacity, particularly at the Sawah Lunto - Talawi road segment (STA 139 + 700 m).",C:soft computing subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1051/e3sconf/202336802036,2023,journal-article,Experimental and numerical studies of the geosynthetics reinforced platforms laid over soft subgrade soil,"Abou Chaz, Nisrine; Briançon, Laurent; Villard, Pascal; Silvani, Claire; Nancey, Alain; Abdelouhab, Abdelkader",E3S Web of Conferences,1,,,"Six full-scale unpaved test sections were constructed to investigate the benefit obtained from inclusion of geosynthetic layer. Two geotextiles were placed at the interface between the base layer and the subgrade. The results allowed the estimation of reinforcement efficiency. In addition, a numerical model coupled between the discrete element method and the finite element method has been calibrated based on the experimental results.",C:soft computing subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/19386362.2023.2264056,2023,journal-article,"Bearing capacity, elastic modulus, and modulus of subgrade reaction of soft soil improved by floating stone compaction pile group","Gopinadhanpillai, Hari; George, Balu Elias",International Journal of Geotechnical Engineering,1,,,,C:soft computing subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
